Serial No,Name,University,Course,Year,Status,GRE_SCORE,Eng_test,Test_score,Undergrad_score,work_ex,Ranking
1977,GKSHRAVYARAO,University of Cincinnati,Management Information System,Fall 2017 ,Applied,317,TOEFL,109,6.34 CGPA ,13,22
1978,prithivraj,University of Cincinnati,Management Information System,Fall 2017 ,Applied,316,TOEFL,105,7.4 CGPA ,45,22
1979,rohit2448,University of Cincinnati,Management Information System,Fall 2017 ,Applied,310,IELTS,8,78%,38,22
1980,pavithra25,University of Cincinnati,Management Information System,Fall 2018 ,Admit,308,TOEFL,105,85%,60,22
1982,rahulNeo,University of Cincinnati,Management Information System,Fall 2018 ,Admit,311,IELTS,7,75%,32,22
1983,pmesh,University of Cincinnati,Management Information System,Fall 2018 ,Admit,320,TOEFL,117,59.42%,30,22
1984,ishanja1996,University of Cincinnati,Management Information System,Fall 2018 ,Admit,307,TOEFL,97,6 CGPA ,0,22
1985,bharubbaskar,University of Cincinnati,Management Information System,Fall 2018 ,Admit,313,TOEFL,98,8.92 CGPA ,44,22
1986,Aarushi7,University of Cincinnati,Management Information System,Fall 2018 ,Admit,309,IELTS,7,71.40%,36,22
1988,DarshanaB,University of Cincinnati,Management Information System,Fall 2018 ,Admit,310,TOEFL,99,71%,38,22
1989,mischief-managed,University of Cincinnati,Management Information System,Fall 2015 ,Admit,311,TOEFL,111,59.80%,40,22
1990,ishan147,University of Cincinnati,Management Information System,Fall 2018 ,Admit,312,TOEFL,104,8.7 CGPA ,20,22
1991,dtaneja0911,University of Cincinnati,Management Information System,Fall 2018 ,Admit,311,TOEFL,91,80.94%,60,22
1992,tanvi-jain,University of Cincinnati,Management Information System,Fall 2018 ,Admit,315,TOEFL,96,7.09 CGPA ,25,22
1993,Pranay9,University of Cincinnati,Management Information System,Fall 2018 ,Admit,315,IELTS,7.5,65.77%,30,22
1994,lalits,University of Cincinnati,Management Information System,Fall 2018 ,Admit,321,TOEFL,112,63%,60,22
1995,anshul0414,University of Cincinnati,Management Information System,Fall 2018 ,Admit,316,TOEFL,103,81.01%,13,22
1996,saiyogesh,University of Cincinnati,Management Information System,Fall 2018 ,Admit,320,TOEFL,113,7.9 CGPA ,17,22
1997,vishal khatri,University of Cincinnati,Management Information System,Fall 2018 ,Admit,326,TOEFL,113,68.50%,44,22
1998,pratzpurohit,University of Cincinnati,Management Information System,Fall 2018 ,Admit,313,TOEFL,109,81.74%,25,22
1999,saswata,University of Cincinnati,Management Information System,Fall 2018 ,Admit,309,TOEFL,100,8.61 CGPA ,39,22
2000,anusha2304,University of Cincinnati,Management Information System,Fall 2018 ,Reject,311,TOEFL,100,77%,25,22
2001,JaySomaiya,University of Cincinnati,Management Information System,Fall 2018 ,Reject,317,TOEFL,110,6.93 CGPA ,25,22
2002,akshat95,University of Cincinnati,Management Information System,Fall 2018 ,Reject,309,TOEFL,0,7.41 CGPA ,17,22
2003,DeepTalati,University of Cincinnati,Management Information System,Fall 2018 ,Reject,319,IELTS,7,85.45%,7,22
2004,Laxmikanth,University of Cincinnati,Management Information System,Fall 2018 ,Reject,307,ENG TEST,0,74%,37,22
2005,heenal211,University of Cincinnati,Management Information System,Fall 2018 ,Reject,313,TOEFL,100,7.65 CGPA ,0,22
2006,RushilAnand,University of Cincinnati,Management Information System,Fall 2018 ,Reject,306,TOEFL,103,63.17%,27,22
2007,frey_b,University of Cincinnati,Management Information System,Fall 2018 ,Reject,300,TOEFL,103,9 CGPA ,30,22
2008,kenil,University of Cincinnati,Management Information System,Fall 2018 ,Reject,323,TOEFL,110,8.55 CGPA ,0,22
2009,sharad83pz,University of Cincinnati,Management Information System,Fall 2018 ,Reject,305,TOEFL,98,74.12%,34,22
2011,YHaider007,University of Cincinnati,Management Information System,Fall 2018 ,Reject,307,TOEFL,94,6.43 CGPA ,40,22
2012,Tanya13,University of Cincinnati,Management Information System,Fall 2018 ,Reject,315,TOEFL,112,8.24 CGPA ,1,22
2013,dl4android,University of Cincinnati,Management Information System,Fall 2018 ,Reject,329,TOEFL,115,66%,0,22
2014,Lakshay1,University of Cincinnati,Management Information System,Fall 2018 ,Reject,306,TOEFL,95,65%,20,22
2015,Sugbug,University of Cincinnati,Management Information System,Spring 2019 ,Reject,304,TOEFL,104,8.7 CGPA ,16,22
2016,divsin12,University of Cincinnati,Management Information System,Fall 2018 ,Reject,296,TOEFL,91,72%,20,22
2017,nishanth10,University of Cincinnati,Management Information System,Fall 2018 ,Reject,306,TOEFL,94,7.6 CGPA ,35,22
2018,SrikanthReddy1993,University of Cincinnati,Management Information System,Fall 2018 ,Reject,297,TOEFL,90,8.9 CGPA ,26,22
2019,ManavMehta,University of Cincinnati,Management Information System,Fall 2018 ,Reject,304,IELTS,7,79%,30,22
2023,Abhiggg,University of Cincinnati,Management Information System,Fall 2018 ,Interested,314,TOEFL,100,8.5 CGPA ,15,22
2024,Orpheus4256,University of Cincinnati,Management Information System,Fall 2019 ,Interested,310,TOEFL,106,7.92 CGPA ,35,22
2026,ratnamandava,University of Cincinnati,Management Information System,Fall 2019 ,Interested,322,ENG TEST,0,6.45 CGPA ,1,22
2027,Denzel,University of Cincinnati,Management Information System,Spring 2019 ,Interested,322,TOEFL,113,6.8 CGPA ,30,22
2030,Sujesh,University of Cincinnati,Management Information System,Fall 2019 ,Interested,321,TOEFL,114,7.58 CGPA ,38,22
2032,bhanureddy27,University of Cincinnati,Management Information System,Spring 2019 ,Interested,299,IELTS,7,7.8 CGPA ,18,22
2033,MVPAVANKUMARREDDY,University of Cincinnati,Management Information System,Spring 2019 ,Interested,290,IELTS,7,76%,8,22
2034,Raveesh94,University of Cincinnati,Management Information System,Fall 2019 ,Interested,320,ENG TEST,0,7.69 CGPA ,7,22
2041,Triplek,"University of California, Los Angeles",Management Information System,Fall 2018 ,Applied,311,TOEFL,102,74%,85,20
2042,zora,"University of California, Los Angeles",Management Information System,Spring 2018 ,Applied,302,IELTS,7,58.80%,13,20
2043,Pj280294,"University of California, Los Angeles",Management Information System,Fall 2017 ,Applied,280,ENG TEST,0,67%,2,20
2044,lavinakh,"University of California, Los Angeles",Management Information System,Fall 2016 ,Applied,311,TOEFL,100,0%,0,20
2045,sacharan,"University of California, Los Angeles",Management Information System,Spring 2016 ,Applied,290,TOEFL,80,6 CGPA ,0,20
2046,naveenchandar,"University of California, Los Angeles",Management Information System,Fall 2016 ,Applied,285,TOEFL,0,6.8 CGPA ,0,20
2048,kumbhalkar,"University of California, Los Angeles",Management Information System,Fall 2015 ,Applied,309,IELTS,7.5,68%,0,20
2049,akkimetry,"University of California, Los Angeles",Management Information System,Fall 2016 ,Applied,320,TOEFL,111,50%,0,20
2050,nikhil_malankar,"University of California, Los Angeles",Management Information System,Fall 2015 ,Applied,294,ENG TEST,0,58%,0,20
2051,bharatchhabra,"University of California, Los Angeles",Management Information System,Spring 2016 ,Applied,312,TOEFL,96,6 CGPA ,30,20
2052,chandrakiran,"University of California, Los Angeles",Management Information System,Fall 2016 ,Applied,300,TOEFL,82,8 CGPA ,0,20
2053,shubham mansinghka,"University of California, Los Angeles",Management Information System,Fall 2018 ,Reject,322,TOEFL,100,7.72 CGPA ,1,20
2054,sohilveljee.stupidsid,"University of California, Los Angeles",Management Information System,Fall 2013 ,Reject,321,TOEFL,113,8.83 CGPA ,20,20
2055,ManeeshMettu,"University of California, Los Angeles",Management Information System,Fall 2019 ,Interested,315,TOEFL,112,8.3 CGPA ,12,20
2056,vivekku9944,"University of California, Los Angeles",Management Information System,Fall 2018 ,Interested,293,TOEFL,82,55%,22,20
2057,praths6,"University of California, Los Angeles",Management Information System,Fall 2019 ,Interested,313,ENG TEST,0,65%,22,20
2058,JashKT,"University of California, Los Angeles",Management Information System,Fall 2019 ,Interested,316,ENG TEST,0,9 CGPA ,12,20
2059,aviralpushkarna,"University of California, Los Angeles",Management Information System,Fall 2019 ,Interested,318,ENG TEST,0,7.71 CGPA ,0,20
2061,diveshpatil,"University of California, Los Angeles",Management Information System,Spring 2019 ,Interested,290,ENG TEST,0,6.07 CGPA ,0,20
2062,aknksgha,"University of California, Los Angeles",Management Information System,Fall 2018 ,Interested,316,IELTS,8,75%,44,20
2063,murtaza3,"University of California, Los Angeles",Management Information System,Fall 2019 ,Interested,314,ENG TEST,0,64%,0,20
2066,shrutipatel31,"University of California, Los Angeles",Management Information System,Fall 2019 ,Interested,323,ENG TEST,0,9.14 CGPA ,0,20
2067,aman2129,"University of California, Los Angeles",Management Information System,Fall 2019 ,Interested,326,TOEFL,99,8.322 CGPA ,12,20
2068,PriyaV3,"University of California, Los Angeles",Management Information System,Spring 2019 ,Interested,313,ENG TEST,0,78.87%,17,20
2069,AshaMohan,"University of California, Los Angeles",Management Information System,Spring 2019 ,Interested,284,ENG TEST,0,6.54 CGPA ,39,20
2073,Anuj1141,"University of California, Los Angeles",Management Information System,Fall 2018 ,Interested,318,TOEFL,0,7.4 CGPA ,34,20
2077,Nishanthi,University of Florida,Management Information System,Fall 2018 ,Applied,313,TOEFL,100,8.02 CGPA ,0,24
2078,Sashank1005,University of Florida,Management Information System,Fall 2018 ,Applied,306,TOEFL,104,80.22%,20,24
2079,Nitin03,University of Florida,Management Information System,Fall 2018 ,Applied,304,TOEFL,100,82.80%,15,24
2080,VarunSG,University of Florida,Management Information System,Fall 2018 ,Applied,326,TOEFL,113,7.75 CGPA ,6,24
2081,Raghav11011,University of Florida,Management Information System,Fall 2018 ,Applied,313,TOEFL,98,7.1 CGPA ,32,24
2082,shuravi,University of Florida,Management Information System,Fall 2018 ,Applied,303,ENG TEST,0,8.2 CGPA ,47,24
2083,hlamba053,University of Florida,Management Information System,Fall 2018 ,Applied,304,TOEFL,100,64%,35,24
2084,AKHILPRASAD1994RAMAIAH,University of Florida,Management Information System,Fall 2018 ,Applied,305,TOEFL,102,8.33 CGPA ,3,24
2085,Asg1995,University of Florida,Management Information System,Fall 2018 ,Applied,306,TOEFL,96,8.2 CGPA ,0,24
2086,aish004,University of Florida,Management Information System,Fall 2018 ,Applied,306,TOEFL,100,78%,17,24
2087,dio,University of Florida,Management Information System,Fall 2018 ,Applied,309,TOEFL,94,6.45 CGPA ,13,24
2088,mrudulayb,University of Florida,Management Information System,Fall 2017 ,Applied,307,TOEFL,105,65%,0,24
2089,gursimran18,University of Florida,Management Information System,Fall 2018 ,Applied,293,IELTS,6.5,7.69 CGPA ,17,24
2090,div0724,University of Florida,Management Information System,Fall 2018 ,Applied,308,TOEFL,100,64%,29,24
2091,naqi2695,University of Florida,Management Information System,Fall 2018 ,Applied,303,TOEFL,95,6.9 CGPA ,12,24
2092,sakshi22,University of Florida,Management Information System,Fall 2018 ,Applied,304,TOEFL,111,70%,12,24
2093,akshaykhc15,University of Florida,Management Information System,Fall 2018 ,Applied,303,TOEFL,100,6.79 CGPA ,19,24
2094,Indurkar,University of Florida,Management Information System,Fall 2018 ,Applied,321,TOEFL,103,8.3 CGPA ,16,24
2095,Akash Sahu,University of Florida,Management Information System,Fall 2018 ,Applied,306,IELTS,6.5,6.92 CGPA ,47,24
2096,The0,University of Florida,Management Information System,Fall 2018 ,Admit,303,TOEFL,95,6.75 CGPA ,15,24
2097,themysterious07,University of Florida,Management Information System,Fall 2018 ,Admit,302,TOEFL,88,65%,5,24
2098,Ankeet1406,University of Florida,Management Information System,Fall 2018 ,Admit,326,TOEFL,111,60.10%,42,24
2099,sunnyusa ,University of Florida,Management Information System,Fall 2018 ,Admit,311,ENG TEST,0,66%,3,24
2100,sheetu,University of Florida,Management Information System,Fall 2018 ,Admit,305,TOEFL,107,8 CGPA ,18,24
2101,mohitghodake,University of Florida,Management Information System,Fall 2018 ,Admit,311,TOEFL,98,7.31 CGPA ,25,24
2102,saswata,University of Florida,Management Information System,Fall 2018 ,Admit,309,TOEFL,100,8.61 CGPA ,39,24
2103,sajan bang,University of Florida,Management Information System,Fall 2018 ,Admit,304,TOEFL,92,7.2 CGPA ,16,24
2104,mocoloco,University of Florida,Management Information System,Fall 2018 ,Admit,302,TOEFL,107,8.25 CGPA ,13,24
2105,JayPatel8394,University of Florida,Management Information System,Fall 2018 ,Admit,297,TOEFL,99,55.81%,24,24
2106,sanjivani06,University of Florida,Management Information System,Fall 2018 ,Admit,309,TOEFL,107,8.21 CGPA ,14,24
2107,gauriyewale,University of Florida,Management Information System,Fall 2018 ,Admit,312,TOEFL,105,64.86%,18,24
2108,somguria,University of Florida,Management Information System,Fall 2018 ,Admit,302,IELTS,7,8.4 CGPA ,41,24
2109,briggs,University of Florida,Management Information System,Fall 2018 ,Admit,306,TOEFL,104,7.16 CGPA ,18,24
2110,ameyshetye,University of Florida,Management Information System,Fall 2011 ,Admit,320,TOEFL,111,59%,0,24
2111,shivamgta,University of Florida,Management Information System,Fall 2017 ,Admit,309,TOEFL,95,68%,23,24
2112,Amandabritto,University of Florida,Management Information System,Fall 2017 ,Admit,303,TOEFL,106,7.54 CGPA ,0,24
2113,WayneManchester,University of Florida,Management Information System,Fall 2017 ,Admit,320,TOEFL,108,65%,20,24
2114,aman2790,University of Florida,Management Information System,Fall 2017 ,Admit,302,TOEFL,96,61.50%,48,24
2115,Pankaj Kumar,University of Florida,Management Information System,Fall 2017 ,Admit,308,TOEFL,97,8.25 CGPA ,41,24
2116,Vaishnavij,University of Florida,Management Information System,Fall 2018 ,Reject,302,IELTS,7,7.85 CGPA ,0,24
2117,shimon,University of Florida,Management Information System,Fall 2018 ,Reject,292,TOEFL,117,6.41 CGPA ,5,24
2118,tanvi-jain,University of Florida,Management Information System,Fall 2018 ,Reject,315,TOEFL,96,7.09 CGPA ,25,24
2119,aditisinghv,University of Florida,Management Information System,Fall 2018 ,Reject,316,TOEFL,112,6.86 CGPA ,5,24
2120,vinnysai,University of Florida,Management Information System,Fall 2018 ,Reject,330,TOEFL,110,8.4 CGPA ,30,24
2121,sadvani,University of Florida,Management Information System,Fall 2018 ,Reject,290,TOEFL,97,55%,30,24
2122,Rupesh A,University of Florida,Management Information System,Spring 2018 ,Reject,300,ENG TEST,0,59.75%,22,24
2123,Bhagi,University of Florida,Management Information System,Spring 2018 ,Reject,311,TOEFL,98,57%,0,24
2124,Menita ,University of Florida,Management Information System,Fall 2017 ,Reject,303,TOEFL,101,8.91 CGPA ,11,24
2125,amansharma94,University of Florida,Management Information System,Fall 2017 ,Reject,311,TOEFL,112,58.96%,0,24
2126,samuelcs123,University of Florida,Management Information System,Fall 2017 ,Reject,301,TOEFL,108,66.43%,24,24
2127,Deeptigm01,University of Florida,Management Information System,Fall 2017 ,Reject,313,TOEFL,109,8.34 CGPA ,3,24
2128,sammy2005,University of Florida,Management Information System,Spring 2017 ,Reject,305,TOEFL,97,70%,26,24
2129,sreevatsan1991,University of Florida,Management Information System,Fall 2016 ,Reject,305,TOEFL,90,65%,31,24
2130,praneshr,University of Florida,Management Information System,Fall 2016 ,Reject,315,TOEFL,104,7.32 CGPA ,13,24
2131,anpannu,University of Florida,Management Information System,Fall 2016 ,Reject,298,TOEFL,80,71.40%,34,24
2136,pav1993,University of Florida,Management Information System,Fall 2019 ,Interested,310,TOEFL,0,8.98 CGPA ,35,24
2137,ShubhamCfc,University of Florida,Management Information System,Spring 2019 ,Interested,302,TOEFL,98,73%,40,24
2139,kratikasainferno,University of Florida,Management Information System,Spring 2019 ,Interested,306,TOEFL,102,65%,26,24
2140,vivekku9944,University of Florida,Management Information System,Fall 2018 ,Interested,293,TOEFL,82,55%,22,24
2142,Nimish18,University of Florida,Management Information System,Fall 2019 ,Interested,287,ENG TEST,0,59.90%,80,24
2146,koken,University of Florida,Management Information System,Spring 2019 ,Interested,302,IELTS,7,6.97 CGPA ,60,24
2147,teja129,University of Florida,Management Information System,Spring 2019 ,Interested,296,TOEFL,90,64%,0,24
2149,sidd1694,University of Florida,Management Information System,Spring 2019 ,Interested,316,IELTS,7.5,69.50%,28,24
2150,MVPAVANKUMARREDDY,University of Florida,Management Information System,Spring 2019 ,Interested,290,IELTS,7,76%,8,24
2153,Rohan0901,University of Illinois at Chicago,Management Information System,Spring 2019 ,Applied,308,TOEFL,92,63.33%,60,14
2154,ShubhamCfc,University of Illinois at Chicago,Management Information System,Spring 2019 ,Applied,302,TOEFL,98,73%,40,14
2155,Animesh1990,University of Illinois at Chicago,Management Information System,Fall 2018 ,Applied,329,TOEFL,114,7.2 CGPA ,51,14
2156,harsu,University of Illinois at Chicago,Management Information System,Fall 2018 ,Applied,309,TOEFL,93,7.3 CGPA ,0,14
